Year,FSM,VR1 Band,VR Band of Student,Ethnic group of student,School denomination,Exam Score,Year_FEMALE,FSM_FEMALE,VR1 Band_FEMALE,VR Band of Student_FEMALE,Ethnic group of student_FEMALE,School denomination_FEMALE,Year_MALE,FSM_MALE,VR1 Band_MALE,VR Band of Student_MALE,Ethnic group of student_MALE,School denomination_MALE,Year_MIXED,FSM_MIXED,VR1 Band_MIXED,VR Band of Student_MIXED,Ethnic group of student_MIXED,School denomination_MIXED
1,24,16,2,5,2,34,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,5,2
1,24,16,3,5,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,5,2
1,24,16,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,1,1,2
1,24,16,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,3,11,2,23,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,11,2
1,24,16,2,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,1,2
1,24,16,3,5,2,19,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,5,2
1,24,16,2,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,1,2
1,24,16,2,11,2,51,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,11,2
1,24,16,2,1,2,46,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,1,2
1,24,16,3,5,2,32,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,5,2
1,24,16,2,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,1,2
1,24,16,1,11,2,23,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,1,11,2
1,24,16,2,11,2,46,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,11,2
1,24,16,3,6,2,21,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,6,2
1,24,16,3,5,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,5,2
1,24,16,3,1,2,38,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,1,5,2
1,24,16,2,9,2,44,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,9,2
1,24,16,3,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,1,2,2,31,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,1,2,2
1,24,16,3,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,2,5,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,5,2
1,24,16,3,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,2,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,1,2
1,24,16,1,11,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,1,11,2
1,24,16,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,2,1,2,43,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,1,2
1,24,16,3,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,3,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,3,1,2
1,24,16,2,11,2,12,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,11,2
1,24,16,2,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,24,16,2,1,2
2,28,19,3,5,2,18,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,5,2
2,28,19,3,11,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,11,2
2,28,19,2,1,2,41,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,1,2
2,28,19,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,5,2
2,28,19,3,1,2,21,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,2,1,2,46,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,1,2
2,28,19,3,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,5,2
2,28,19,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,3,5,2,28,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,5,2
2,28,19,3,7,2,34,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,7,2
2,28,19,3,11,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,11,2
2,28,19,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,2,1,2,44,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,1,2
2,28,19,2,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,1,2
2,28,19,2,11,2,57,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,11,2
2,28,19,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,2,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,2,2
2,28,19,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,1,1,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,1,1,2
2,28,19,2,5,2,22,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,5,2
2,28,19,2,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,1,2
2,28,19,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,1,2
2,28,19,2,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,1,2
2,28,19,3,5,2,21,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,5,2
2,28,19,3,1,2,18,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,1,5,2
2,28,19,3,11,2,38,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,11,2
2,28,19,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,1,5,2
2,28,19,3,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,3,7,2,32,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,7,2
2,28,19,3,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,5,2
2,28,19,3,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,1,11,2,12,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,1,11,2
2,28,19,3,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,11,2
2,28,19,2,7,2,55,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,2,7,2
2,28,19,3,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
2,28,19,3,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,28,19,3,1,2
3,28,31,2,11,2,17,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,11,2
3,28,31,2,9,2,42,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,9,2
3,28,31,3,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,1,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,11,2
3,28,31,3,1,2,44,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,5,2,22,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,5,2
3,28,31,3,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,1,2,35,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,5,2
3,28,31,2,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,2,7,2,48,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,7,2
3,28,31,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,1,2
3,28,31,1,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,5,2
3,28,31,3,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,9,2,32,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,9,2
3,28,31,3,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,5,2,31,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,5,2
3,28,31,2,5,2,53,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,5,2
3,28,31,3,11,2,26,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,11,2
3,28,31,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,1,2,39,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,1,2
3,28,31,1,5,2,25,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,5,2
3,28,31,2,1,2,53,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,5,2,22,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,5,2
3,28,31,3,5,2,26,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,5,2
3,28,31,2,7,2,33,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,7,2
3,28,31,3,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,5,2,47,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,5,2
3,28,31,2,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,2,1,2,43,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,2,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,1,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,5,2
3,28,31,3,11,2,36,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,11,2
3,28,31,3,1,2,34,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,1,2,17,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,11,2,45,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,11,2
3,28,31,3,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,6,2,31,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,6,2
3,28,31,3,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,1,2,47,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,1,11,2,18,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,11,2
3,28,31,3,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,3,5,2,20,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,5,2
3,28,31,3,1,2,27,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,2,1,2,36,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,5,2,36,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,5,2
3,28,31,3,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,5,2
3,28,31,3,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,1,2
3,28,31,1,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,1,5,2
3,28,31,2,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,2,1,2
3,28,31,3,8,2,27,0,0,0,0,0,0,0,0,0,0,0,0,3,28,31,3,8,2
3,67,9,3,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,1,1
3,67,9,3,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,1,1
3,67,9,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,1,1
3,67,9,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,1,1
3,67,9,3,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,1,5,1,26,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,5,1
3,67,9,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,5,1
3,67,9,2,5,1,17,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,2,5,1
3,67,9,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,1,1
3,67,9,3,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,3,5,1,19,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,2,1
3,67,9,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,1,1
3,67,9,3,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,3,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,3,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,3,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,1,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,5,1
3,67,9,2,2,1,42,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,2,2,1
3,67,9,3,9,1,42,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,9,1
3,67,9,3,5,1,28,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,1,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,5,1
3,67,9,3,5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,1,1
3,67,9,3,5,1,18,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,1,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,5,1
3,67,9,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,1,1
3,67,9,3,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,1,1
3,67,9,1,5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,5,1
3,67,9,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,1,1
3,67,9,1,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,11,1
3,67,9,1,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,1,5,1
3,67,9,3,5,1,21,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,3,5,1
3,67,9,2,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,3,67,9,2,1,1
1,14,38,2,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,1,1,1
1,14,38,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,1,1,1
1,14,38,3,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,5,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,5,1
1,14,38,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,1,1,1
1,14,38,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,8,1
1,14,38,3,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,1,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,1,5,1
1,14,38,3,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,1,1,1
1,14,38,3,1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,7,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,7,1
1,14,38,2,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,1,1,1
1,14,38,2,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,9,1,48,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,9,1
1,14,38,2,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,43,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,11,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,11,1
1,14,38,3,1,1,33,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,1,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,1,5,1
1,14,38,2,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,2,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,2,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,2,1,1
1,14,38,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
1,14,38,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,3,1,1
2,19,30,3,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,2,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,2,1,1
2,19,30,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,3,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,2,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,2,1,1
2,19,30,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,3,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,3,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,3,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,2,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,2,1,1
2,19,30,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,3,1,1
2,19,30,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,1,1,1
2,19,30,1,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,2,19,30,1,1,1
