Year,FSM,VR1 Band,VR Band of Student,Ethnic group of student,School denomination,Exam Score,Year_FEMALE,FSM_FEMALE,VR1 Band_FEMALE,VR Band of Student_FEMALE,Ethnic group of student_FEMALE,School denomination_FEMALE,Year_MALE,FSM_MALE,VR1 Band_MALE,VR Band of Student_MALE,Ethnic group of student_MALE,School denomination_MALE,Year_MIXED,FSM_MIXED,VR1 Band_MIXED,VR Band of Student_MIXED,Ethnic group of student_MIXED,School denomination_MIXED
3,37,25,3,1,3,18,0,0,0,0,0,0,3,37,25,3,1,3,0,0,0,0,0,0
3,37,25,3,1,3,26,0,0,0,0,0,0,3,37,25,3,1,3,0,0,0,0,0,0
3,37,25,2,2,3,20,0,0,0,0,0,0,3,37,25,2,2,3,0,0,0,0,0,0
3,37,25,3,1,3,24,0,0,0,0,0,0,3,37,25,3,1,3,0,0,0,0,0,0
1,53,14,3,2,1,15,0,0,0,0,0,0,1,53,14,3,2,1,0,0,0,0,0,0
1,53,14,3,1,1,14,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,3,1,1,12,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,3,11,1,9,0,0,0,0,0,0,1,53,14,3,11,1,0,0,0,0,0,0
1,53,14,3,1,1,3,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,3,1,1,14,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,3,11,1,24,0,0,0,0,0,0,1,53,14,3,11,1,0,0,0,0,0,0
1,53,14,3,1,1,37,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,1,1,1,19,0,0,0,0,0,0,1,53,14,1,1,1,0,0,0,0,0,0
1,53,14,2,1,1,23,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
1,53,14,1,10,1,12,0,0,0,0,0,0,1,53,14,1,10,1,0,0,0,0,0,0
1,53,14,3,10,1,14,0,0,0,0,0,0,1,53,14,3,10,1,0,0,0,0,0,0
1,53,14,3,5,1,17,0,0,0,0,0,0,1,53,14,3,5,1,0,0,0,0,0,0
1,53,14,3,1,1,5,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,3,11,1,4,0,0,0,0,0,0,1,53,14,3,11,1,0,0,0,0,0,0
1,53,14,2,1,1,21,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
1,53,14,1,1,1,6,0,0,0,0,0,0,1,53,14,1,1,1,0,0,0,0,0,0
1,53,14,1,1,1,4,0,0,0,0,0,0,1,53,14,1,1,1,0,0,0,0,0,0
1,53,14,3,6,1,18,0,0,0,0,0,0,1,53,14,3,6,1,0,0,0,0,0,0
1,53,14,3,1,1,10,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,3,1,1,9,0,0,0,0,0,0,1,53,14,3,1,1,0,0,0,0,0,0
1,53,14,3,11,1,5,0,0,0,0,0,0,1,53,14,3,11,1,0,0,0,0,0,0
1,53,14,2,1,1,15,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
1,53,14,2,1,1,3,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
1,53,14,1,4,1,20,0,0,0,0,0,0,1,53,14,1,4,1,0,0,0,0,0,0
1,53,14,3,7,1,9,0,0,0,0,0,0,1,53,14,3,7,1,0,0,0,0,0,0
1,53,14,2,1,1,17,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
1,53,14,1,4,1,27,0,0,0,0,0,0,1,53,14,1,4,1,0,0,0,0,0,0
1,53,14,1,4,1,29,0,0,0,0,0,0,1,53,14,1,4,1,0,0,0,0,0,0
1,53,14,2,1,1,3,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
1,53,14,2,1,1,5,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
1,53,14,2,1,1,17,0,0,0,0,0,0,1,53,14,2,1,1,0,0,0,0,0,0
2,77,13,3,1,1,16,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,1,1,1,11,0,0,0,0,0,0,2,77,13,1,1,1,0,0,0,0,0,0
2,77,13,3,5,1,25,0,0,0,0,0,0,2,77,13,3,5,1,0,0,0,0,0,0
2,77,13,1,4,1,12,0,0,0,0,0,0,2,77,13,1,4,1,0,0,0,0,0,0
2,77,13,2,1,1,15,0,0,0,0,0,0,2,77,13,2,1,1,0,0,0,0,0,0
2,77,13,3,1,1,2,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,2,1,1,21,0,0,0,0,0,0,2,77,13,2,1,1,0,0,0,0,0,0
2,77,13,3,11,1,13,0,0,0,0,0,0,2,77,13,3,11,1,0,0,0,0,0,0
2,77,13,3,5,1,25,0,0,0,0,0,0,2,77,13,3,5,1,0,0,0,0,0,0
2,77,13,1,1,1,10,0,0,0,0,0,0,2,77,13,1,1,1,0,0,0,0,0,0
2,77,13,3,6,1,39,0,0,0,0,0,0,2,77,13,3,6,1,0,0,0,0,0,0
2,77,13,3,1,1,5,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,3,10,1,8,0,0,0,0,0,0,2,77,13,3,10,1,0,0,0,0,0,0
2,77,13,2,1,1,31,0,0,0,0,0,0,2,77,13,2,1,1,0,0,0,0,0,0
2,77,13,1,4,1,33,0,0,0,0,0,0,2,77,13,1,4,1,0,0,0,0,0,0
2,77,13,1,1,1,14,0,0,0,0,0,0,2,77,13,1,1,1,0,0,0,0,0,0
2,77,13,3,1,1,16,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,1,4,1,14,0,0,0,0,0,0,2,77,13,1,4,1,0,0,0,0,0,0
2,77,13,3,1,1,4,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,1,4,1,3,0,0,0,0,0,0,2,77,13,1,4,1,0,0,0,0,0,0
2,77,13,3,1,1,9,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,3,5,1,2,0,0,0,0,0,0,2,77,13,3,5,1,0,0,0,0,0,0
2,77,13,1,4,1,7,0,0,0,0,0,0,2,77,13,1,4,1,0,0,0,0,0,0
2,77,13,3,9,1,15,0,0,0,0,0,0,2,77,13,3,9,1,0,0,0,0,0,0
2,77,13,3,10,1,26,0,0,0,0,0,0,2,77,13,3,10,1,0,0,0,0,0,0
2,77,13,3,4,1,25,0,0,0,0,0,0,2,77,13,3,4,1,0,0,0,0,0,0
2,77,13,3,1,1,31,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,1,4,1,8,0,0,0,0,0,0,2,77,13,1,4,1,0,0,0,0,0,0
2,77,13,2,1,1,5,0,0,0,0,0,0,2,77,13,2,1,1,0,0,0,0,0,0
2,77,13,3,5,1,16,0,0,0,0,0,0,2,77,13,3,5,1,0,0,0,0,0,0
2,77,13,1,4,1,24,0,0,0,0,0,0,2,77,13,1,4,1,0,0,0,0,0,0
2,77,13,3,1,1,16,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
2,77,13,3,1,1,11,0,0,0,0,0,0,2,77,13,3,1,1,0,0,0,0,0,0
3,77,10,3,4,1,37,0,0,0,0,0,0,3,77,10,3,4,1,0,0,0,0,0,0
3,77,10,3,4,1,24,0,0,0,0,0,0,3,77,10,3,4,1,0,0,0,0,0,0
3,77,10,3,1,1,24,0,0,0,0,0,0,3,77,10,3,1,1,0,0,0,0,0,0
3,77,10,3,7,1,4,0,0,0,0,0,0,3,77,10,3,7,1,0,0,0,0,0,0
3,77,10,1,1,1,6,0,0,0,0,0,0,3,77,10,1,1,1,0,0,0,0,0,0
3,77,10,1,4,1,11,0,0,0,0,0,0,3,77,10,1,4,1,0,0,0,0,0,0
3,77,10,3,7,1,20,0,0,0,0,0,0,3,77,10,3,7,1,0,0,0,0,0,0
3,77,10,3,5,1,25,0,0,0,0,0,0,3,77,10,3,5,1,0,0,0,0,0,0
3,77,10,1,4,1,2,0,0,0,0,0,0,3,77,10,1,4,1,0,0,0,0,0,0
3,77,10,1,1,1,5,0,0,0,0,0,0,3,77,10,1,1,1,0,0,0,0,0,0
3,77,10,3,4,1,20,0,0,0,0,0,0,3,77,10,3,4,1,0,0,0,0,0,0
3,77,10,1,4,1,2,0,0,0,0,0,0,3,77,10,1,4,1,0,0,0,0,0,0
3,77,10,1,5,1,5,0,0,0,0,0,0,3,77,10,1,5,1,0,0,0,0,0,0
3,77,10,3,6,1,4,0,0,0,0,0,0,3,77,10,3,6,1,0,0,0,0,0,0
3,77,10,3,1,1,17,0,0,0,0,0,0,3,77,10,3,1,1,0,0,0,0,0,0
3,77,10,2,1,1,38,0,0,0,0,0,0,3,77,10,2,1,1,0,0,0,0,0,0
3,77,10,3,1,1,25,0,0,0,0,0,0,3,77,10,3,1,1,0,0,0,0,0,0
3,77,10,2,1,1,21,0,0,0,0,0,0,3,77,10,2,1,1,0,0,0,0,0,0
3,77,10,1,1,1,8,0,0,0,0,0,0,3,77,10,1,1,1,0,0,0,0,0,0
3,77,10,3,4,1,20,0,0,0,0,0,0,3,77,10,3,4,1,0,0,0,0,0,0
3,77,10,1,1,1,10,0,0,0,0,0,0,3,77,10,1,1,1,0,0,0,0,0,0
3,77,10,3,4,1,8,0,0,0,0,0,0,3,77,10,3,4,1,0,0,0,0,0,0
3,77,10,2,1,1,3,0,0,0,0,0,0,3,77,10,2,1,1,0,0,0,0,0,0
3,77,10,1,4,1,6,0,0,0,0,0,0,3,77,10,1,4,1,0,0,0,0,0,0
3,77,10,3,1,1,6,0,0,0,0,0,0,3,77,10,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,20,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,11,1,34,0,0,0,0,0,0,1,31,30,2,11,1,0,0,0,0,0,0
1,31,30,1,1,1,11,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,5,1,18,0,0,0,0,0,0,1,31,30,3,5,1,0,0,0,0,0,0
1,31,30,3,1,1,22,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,10,1,26,0,0,0,0,0,0,1,31,30,3,10,1,0,0,0,0,0,0
1,31,30,3,5,1,5,0,0,0,0,0,0,1,31,30,3,5,1,0,0,0,0,0,0
1,31,30,3,1,1,8,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,11,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,26,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,45,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,38,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,1,1,17,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,5,1,17,0,0,0,0,0,0,1,31,30,3,5,1,0,0,0,0,0,0
1,31,30,1,1,1,7,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,1,1,1,13,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,2,1,1,30,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,1,1,15,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,21,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,1,1,16,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,5,1,7,0,0,0,0,0,0,1,31,30,3,5,1,0,0,0,0,0,0
1,31,30,2,1,1,22,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,5,1,18,0,0,0,0,0,0,1,31,30,3,5,1,0,0,0,0,0,0
1,31,30,2,1,1,47,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,35,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,40,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,1,1,1,3,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,1,1,28,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,11,1,25,0,0,0,0,0,0,1,31,30,2,11,1,0,0,0,0,0,0
1,31,30,3,1,1,10,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,1,1,1,4,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,1,1,11,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,10,1,3,0,0,0,0,0,0,1,31,30,3,10,1,0,0,0,0,0,0
1,31,30,3,1,1,11,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,5,1,31,0,0,0,0,0,0,1,31,30,3,5,1,0,0,0,0,0,0
1,31,30,1,5,1,1,0,0,0,0,0,0,1,31,30,1,5,1,0,0,0,0,0,0
1,31,30,3,1,1,20,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,5,1,8,0,0,0,0,0,0,1,31,30,3,5,1,0,0,0,0,0,0
1,31,30,3,1,1,21,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,1,5,1,7,0,0,0,0,0,0,1,31,30,1,5,1,0,0,0,0,0,0
1,31,30,3,1,1,19,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,44,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,22,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,44,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,51,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,1,1,11,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,23,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,18,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,1,1,14,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,24,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,1,5,1,7,0,0,0,0,0,0,1,31,30,1,5,1,0,0,0,0,0,0
1,31,30,3,1,1,4,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,17,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,19,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,32,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,1,1,1,1,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,1,1,13,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,20,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,8,1,29,0,0,0,0,0,0,1,31,30,3,8,1,0,0,0,0,0,0
1,31,30,1,5,1,6,0,0,0,0,0,0,1,31,30,1,5,1,0,0,0,0,0,0
1,31,30,1,1,1,1,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,2,11,1,34,0,0,0,0,0,0,1,31,30,2,11,1,0,0,0,0,0,0
1,31,30,3,1,1,11,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,8,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,1,1,1,3,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,1,1,17,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,1,1,1,13,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,1,1,24,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,49,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,1,1,1,6,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,2,1,1,35,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,1,1,1,2,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,1,1,6,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,15,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,1,11,1,12,0,0,0,0,0,0,1,31,30,1,11,1,0,0,0,0,0,0
1,31,30,3,1,1,7,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,25,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,53,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,2,1,1,27,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,1,1,39,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,1,1,36,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,1,1,1,16,0,0,0,0,0,0,1,31,30,1,1,1,0,0,0,0,0,0
1,31,30,3,1,1,20,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,3,1,1,18,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
1,31,30,2,10,1,30,0,0,0,0,0,0,1,31,30,2,10,1,0,0,0,0,0,0
1,31,30,2,1,1,18,0,0,0,0,0,0,1,31,30,2,1,1,0,0,0,0,0,0
1,31,30,3,1,1,40,0,0,0,0,0,0,1,31,30,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,17,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,14,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,1,10,1,17,0,0,0,0,0,0,2,39,25,1,10,1,0,0,0,0,0,0
2,39,25,2,1,1,29,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,33,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,6,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,22,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,5,1,8,0,0,0,0,0,0,2,39,25,3,5,1,0,0,0,0,0,0
2,39,25,3,1,1,37,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,39,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,32,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,1,2,1,11,0,0,0,0,0,0,2,39,25,1,2,1,0,0,0,0,0,0
2,39,25,2,1,1,22,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,2,1,1,42,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,8,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,22,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,17,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,18,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,1,1,1,4,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,3,1,1,13,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,1,1,1,22,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,1,1,1,30,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,3,1,1,23,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,11,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,2,1,1,20,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,2,1,1,24,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,17,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,13,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,11,1,43,0,0,0,0,0,0,2,39,25,3,11,1,0,0,0,0,0,0
2,39,25,3,1,1,19,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,18,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,2,1,1,28,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,1,1,1,15,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,2,1,1,35,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,1,1,1,2,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,3,5,1,21,0,0,0,0,0,0,2,39,25,3,5,1,0,0,0,0,0,0
2,39,25,3,1,1,6,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,12,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,12,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,2,2,1,18,0,0,0,0,0,0,2,39,25,2,2,1,0,0,0,0,0,0
2,39,25,1,1,1,10,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,3,1,1,26,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,19,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,19,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,2,1,1,17,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,2,1,1,17,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,1,1,1,23,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,3,1,1,19,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,1,5,1,6,0,0,0,0,0,0,2,39,25,1,5,1,0,0,0,0,0,0
2,39,25,2,1,1,16,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,5,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,5,1,20,0,0,0,0,0,0,2,39,25,3,5,1,0,0,0,0,0,0
2,39,25,2,1,1,35,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,15,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,3,1,1,17,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,1,5,1,10,0,0,0,0,0,0,2,39,25,1,5,1,0,0,0,0,0,0
2,39,25,3,1,1,21,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,1,5,1,4,0,0,0,0,0,0,2,39,25,1,5,1,0,0,0,0,0,0
2,39,25,3,8,1,17,0,0,0,0,0,0,2,39,25,3,8,1,0,0,0,0,0,0
2,39,25,1,7,1,1,0,0,0,0,0,0,2,39,25,1,7,1,0,0,0,0,0,0
2,39,25,3,1,1,21,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,2,1,1,9,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,1,1,21,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
2,39,25,1,1,1,9,0,0,0,0,0,0,2,39,25,1,1,1,0,0,0,0,0,0
2,39,25,2,1,1,11,0,0,0,0,0,0,2,39,25,2,1,1,0,0,0,0,0,0
2,39,25,3,5,1,8,0,0,0,0,0,0,2,39,25,3,5,1,0,0,0,0,0,0
2,39,25,3,5,1,16,0,0,0,0,0,0,2,39,25,3,5,1,0,0,0,0,0,0
2,39,25,3,1,1,11,0,0,0,0,0,0,2,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,8,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,2,1,1,59,0,0,0,0,0,0,3,39,25,2,1,1,0,0,0,0,0,0
3,39,25,1,4,1,18,0,0,0,0,0,0,3,39,25,1,4,1,0,0,0,0,0,0
3,39,25,3,8,1,19,0,0,0,0,0,0,3,39,25,3,8,1,0,0,0,0,0,0
3,39,25,2,1,1,38,0,0,0,0,0,0,3,39,25,2,1,1,0,0,0,0,0,0
3,39,25,3,1,1,28,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,21,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,24,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,26,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,1,1,1,10,0,0,0,0,0,0,3,39,25,1,1,1,0,0,0,0,0,0
3,39,25,3,5,1,28,0,0,0,0,0,0,3,39,25,3,5,1,0,0,0,0,0,0
3,39,25,1,2,1,9,0,0,0,0,0,0,3,39,25,1,2,1,0,0,0,0,0,0
3,39,25,3,1,1,3,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,24,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,19,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,16,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,3,1,1,15,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,2,1,1,5,0,0,0,0,0,0,3,39,25,2,1,1,0,0,0,0,0,0
3,39,25,3,1,1,17,0,0,0,0,0,0,3,39,25,3,1,1,0,0,0,0,0,0
3,39,25,2,1,1,43,0,0,0,0,0,0,3,39,25,2,1,1,0,0,0,0,0,0
3,39,25,2,1,1,42,0,0,0,0,0,0,3,39,25,2,1,1,0,0,0,0,0,0
3,39,25,1,5,1,10,0,0,0,0,0,0,3,39,25,1,5,1,0,0,0,0,0,0
3,39,25,2,1,1,43,0,0,0,0,0,0,3,39,25,2,1,1,0,0,0,0,0,0
3,39,25,3,5,1,20,0,0,0,0,0,0,3,39,25,3,5,1,0,0,0,0,0,0
3,39,25,1,5,1,14,0,0,0,0,0,0,3,39,25,1,5,1,0,0,0,0,0,0
3,39,25,2,5,1,19,0,0,0,0,0,0,3,39,25,2,5,1,0,0,0,0,0,0
